gene_ID	protein	rna	protein_degradation	rna_hl	translation
rna17073	820	21878.9130329839	8.87458	0.0119604166	0.3326104724
rna17080	821	73929.7756462991	83.6564	0.0145104043	0.9290154582
rna17093	823	855222.301540252	57.5076	0.0075761842	0.05534088
rna17098	824	108131.755311636	71.5343	0.0355416799	0.5451151979
rna17108	825	1024799.62810945	13.9551	0.015438037	0.0112343498
rna17113	826	55119.3512639909	43.7149	0.0205576303	0.6550967414
rna17131	828	26363.2405257657	78.6321	0.0135514089	2.4696273107
rna17133	829	456312.84862	136081	0.0123065212	247.2232577741
rna17134	830	1266.5097592883	6.89773	0.0554505718	4.5203883018
rna17151	831	120183.882240867	59.4247	0.0238605429	0.4108864249
rna17160	832	99782.0294305617	409801	0.0214760338	3416.9923576998
rna17163	833	13719.9836736238	10.4928	0.0256435692	0.6370636152
rna17166	834	47402.9202568331	7.25965	0.0088093253	0.1277252133
rna17168	835	331792.18106471	126392	0.0158450324	318.0826011672
rna17183	837	32470.651376227	7.2174	0.0243520864	0.1860438132
rna17194	839	10246.0962702405	76.1882	0.038511145	6.2386589111
rna17195	840	119772.621719112	211873	0.0231089803	1485.9265618931
rna17199	841	118811.270132633	34.6847	0.0134306801	0.2455140212
rna17209	842	4929.3328073657	2.60107	0.0301902393	0.4442996701
rna17215	845	249320.887404457	377.95	0.0154694795	1.2809506389
rna17221	846	36494.8960545208	8.31094	0.0187778696	0.1926585907
rna17236	847	97279.9733414069	12.3761	0.0136496438	0.1077565746
rna17240	848	1363.3937679367	15.8016	0.0280488419	9.8282367979
rna17245	849	3335.2111344893	2.92489	0.0395620738	0.7445500479
rna17256	850	933791.185307201	32.2005	0.0169575083	0.0293110766
rna17259	851	49909.409561188	13.4253	0.0123441848	0.2289133532
rna17263	852	5255.9527469174	12.0219	0.0141223441	1.9487729995
rna17265	853	1872.7844632651	7.41238	0.0341634572	3.3761280404
rna17279	855	10345.6494039785	13.4314	0.0177817368	1.1100170276
rna17285	857	9040.9102793114	11.1539	0.0162833693	1.057293127
rna17293	858	111577.078737369	96.3044	0.0496029134	0.7405568969
rna17296	859	120197.354769359	38.1252	0.0224060039	0.2724647881
rna17305	860	2248615.4643783	674413	0.0100289924	257.9343552457
rna17308	861	2229.1035954772	23.7593	0.0135248158	9.1771227419
rna17311	862	884363.849221743	17557	0.0226515926	17.1130174682
rna17399	864	44916.0473232587	8.10508	0.0482800715	0.1559084011
rna17455	865	7703.5326499652	54.0402	0.0561054114	6.0679658442
rna17457	866	11002.849016647	23.5819	0.0617974137	1.8560579509
rna17471	867	6759.1147615775	4.46517	0.0209444302	0.5727528717
rna17504	868	2098.8146577308	4.43536	0.0714156457	1.8343175115
rna17507	869	844553.106781427	583731	0.016657027	600.6279947666
rna17508	870	34924.1623113151	40.3764	0.0343538241	1.0058213476
rna17513	871	16858.9819106271	23.8213	0.0319775596	1.2307001935
rna17544	872	3019.3555162318	12.4041	0.028073466	3.5823456833
rna17554	873	198605.170812285	114302	0.030046209	502.432265947
rna17568	874	69998.5304447869	32.7234	0.0154084319	0.4085836005
rna17581	877	29402.0298629945	124968	0.0087114575	3727.5295791036
rna17595	878	91224.8713489054	68.9995	0.0156228791	0.6640903967
rna17605	879	17251.3920190728	11.2324	0.0126271016	0.5723178506
rna17606	880	99379.6699567669	45.6738	0.0181593144	0.4044382922
rna17608	881	936.3816528961	9.02347	0.0302745712	8.4897830339
rna17612	882	256102.125186102	302.68	0.0205810519	1.042411342
rna17629	885	260416.087057632	9.40124	0.0196293972	0.0319492451
rna17635	886	2309.9495679533	7.04783	0.0438912002	2.7032526886
rna17648	887	57906.4045116613	18374	0.0406198688	281.4496623896
rna17665	891	2965.9451686564	54.7195	0.0847858539	16.438292594
rna17674	892	185057.622423329	35.2907	0.0173424292	0.170105419
rna17709	893	3953.0106550613	16.1041	0.0285408089	3.6379768624
rna17711	894	31149.3676332879	77.9372	0.0779189243	2.2368305392
rna17723	896	2130994.35448143	232162	0.0178582749	97.6150647995
rna17724	897	581546.714995901	63.4625	0.0223522828	0.0978869986
rna17743	901	3855351.53176209	175495	0.0101691143	41.013379376
rna17750	902	544770.740985753	80.5726	0.017963342	0.133407468
rna17810	904	3728.6775745702	8.74172	0.0179958057	2.1193880999
rna17824	905	32366.9596435211	24.9654	0.0230793563	0.6980478627
rna17838	906	9132.2597400099	29.0501	0.0243847154	2.8820238746
rna17847	907	194185.604603007	55.2541	0.0200575681	0.2580802465
rna17869	908	38242.6500078532	18.2532	0.0406972436	0.433388
rna17904	911	120287.939392504	38.7284	0.0164143032	0.2933093091
rna17943	912	12104.9005666135	35.0473	0.0286560809	2.6405121979
rna17948	913	1485.2052868127	14.4905	0.0457469962	8.9077426653
rna17950	914	171935.258957292	176312	0.0721904274	937.2665558961
rna17963	915	69564.7484911623	25.5735	0.0802496087	0.3363737095
rna17964	916	150373.955301111	81.3995	0.0149627974	0.4958434581
rna17965	917	113253.646574802	26441	0.0195480796	214.0893272164
rna17966	918	798520.21682922	467098	0.0194456067	536.9882376963
rna17970	919	46381.3572197337	110666	0.0330640223	2192.7356182826
rna17971	920	8226.6117590593	24.4661	0.0215762572	2.7360975161
rna17973	921	156331.305230445	4.55156	0.0121934745	0.0268147621
rna17975	922	2528.1983208782	6.27027	0.023672946	2.286683324
rna17982	923	3133.1765397849	2.18385	0.0748446633	0.6433386451
rna17990	924	482914.895837622	182.91	0.0145217758	0.3499764481
rna18012	926	110187.709249887	476044	0.0167098233	4000.5981338654
rna18013	927	7669.5360763689	36.1729	0.0488554964	4.3721390663
rna18019	928	56626.612831327	0.211567	0.0116258634	0.0034671715
rna18020	929	513.7312539943	4.05204	0.1168599065	7.3274598941
rna18069	934	5119.2368708922	14.5567	0.0820867356	2.6558563596
rna18117	935	124542.462355079	46.4717	0.0126151288	0.3488853414
rna18121	936	2510068.74235749	52.8231	0.1999288328	0.0196976365
rna18123	937	87002.8821769916	79.5539	0.0507144754	0.8567762634
rna18124	938	2084.8843735097	5.69545	0.0184867898	2.5624116943
rna18127	939	1183856.01829791	86.8478	0.0189101875	0.0688851372
rna18137	940	49917.3501625103	40.7601	0.0752378659	0.767558652
rna18146	942	335944.622729612	370319	0.0136070429	1038.386907835
rna18164	945	24842.9050429205	29.1675	0.0822954552	1.1095033955
rna18178	946	50668.4376913596	34.6954	0.0254860291	0.6477769968
rna18180	947	7354.9208625848	2.67452	0.0151763508	0.3443640642
rna18188	948	8764.1881144831	138564	0.2952145012	14988.116444343
rna18189	949	118838.926141908	160548	0.0172482388	1282.0719350667
rna18197	950	1715523.35599961	245189	0.0169576083	135.7775451937
rna18205	952	37389.8717551504	35.5561	0.0221293866	0.9053095293
rna18216	954	3621.2758260708	7.88038	0.0438990175	2.0760314544
rna18222	955	115671.102910472	10.7359	0.0175493671	0.0886373886
rna18227	956	284829.999653417	138798	0.0199330443	465.8599450952
rna18235	958	14130.6540992229	3.26391	0.0260327412	0.2212796207
rna18253	960	1709.5332752151	7.43841	0.0432439624	4.1770895621
rna18267	962	376347.375664693	59.5451	0.0229295877	0.1522061529
rna18268	963	58846.9343283729	51341	0.017693318	840.1692214604
rna18271	964	253910.344568664	139031	0.0609673708	527.8472770681
rna18275	965	7164.5854498547	13.5274	0.0245336569	1.8220092553
rna18281	966	200530.44432132	40.3929	0.0220737717	0.1945816334
rna18293	967	111411.118668954	11.6233	0.0161340707	0.100885183
rna18322	968	188939.428488871	256358	0.0153333129	1313.4079317627
rna18323	969	10248.6793042118	40.5961	0.0423387525	3.8383112333
rna18328	971	65481.5040995607	2.39069	0.0198687715	0.0354506211
rna18344	972	19620.1317280141	5.50777	0.0160531628	0.272860168
rna18376	974	3874.195855507	20.3375	0.0264182308	5.1129900859
rna18392	976	7466.9302771855	10.8419	0.0504426723	1.4171411821
rna18413	977	7570.5668122888	8.66094	0.0416012228	1.1177153032
rna18418	978	1159.7005666992	8.55026	0.046385557	7.2106149812
rna18419	979	105519.760169522	106433	0.0287662202	987.472932393
rna18426	980	67658.9606952798	55.2574	0.0209608057	0.8003707335
rna18454	982	28365.2489844598	58.2873	0.0295470488	2.0178962163
rna18456	983	5945.41170013	22.3577	0.0467361048	3.6965680778
rna18462	984	520578.607988139	19.6586	0.0185809212	0.0371587731
rna18465	985	5358.629671834	15002	0.2247509972	2757.6023918336
rna18469	986	639264.632100971	87.1061	0.015531935	0.1343522077
rna18483	987	9278.288668983	2.6434	0.0270528852	0.281197955
rna18491	988	9944524.89210154	1328.23	0.0144201749	0.1319611801
rna18517	990	41267.3716639318	27.4721	0.0177074345	0.6590528523
rna18526	991	673703.217759367	283863	0.1040517824	417.5551275168
rna18528	992	25505253.4532876	304408	0.0129632878	11.8396289044
rna18531	993	27609.5004629958	18.7689	0.0231245141	0.6750400184
rna18541	995	39327.2332016582	82.9492	0.0177930171	2.0986590533
rna18542	996	14263.3843713292	16.3161	0.0394672037	1.1393393866
rna18544	997	290944.99285347	69.0916	0.0164601702	0.2367606485
rna18569	1000	16910.2271671578	24.1265	0.0215087398	1.4267401473
rna18576	1001	31794.3132104042	99.5226	0.0504802469	3.1333314842
rna18580	1002	12013.2631105118	19.9065	0.0176339563	1.6603576244
rna18581	1003	39277.3960365448	14.2816	0.0142634997	0.3646994517
rna18583	1004	56518.2211183476	22.7846	0.0161010037	0.4047497948
rna18620	1008	220006.384772018	66.0763	0.0177583965	0.3027408067
rna18622	1009	63060.9845377262	22.0299	0.024297971	0.3524868707
rna18623	1010	131184.550869712	17.6611	0.016045792	0.1359741744
rna18629	1011	3713.2671535317	5.94515	0.0141366493	1.618667982
rna18633	1012	2801.8305092737	27.1305	0.0291162543	9.7993315117
rna18644	1013	3636.4372439998	10.4159	0.0643146592	2.901550609
rna18669	1014	285589.684739946	215461	0.0338887391	765.0047101629
rna18677	1016	54597.7382561057	103084	0.0230438087	1918.2725758477
rna18685	1018	444537.546765623	517.95	0.0421455105	1.1861160072
rna18700	1020	672009.762815717	77629	0.0120711112	117.8280203374
rna18702	1021	173249.800455996	56.9603	0.0133119041	0.3356798458
rna18783	1023	170534.910116622	98.8378	0.0267632114	0.5929054018
rna18796	1024	72008.3628704636	24705	0.0676077116	351.3191939318
rna18802	1025	105302.257156205	103982	0.0714308697	1012.1487694409
rna18805	1026	114848.419101074	66.4287	0.0245399111	0.5934417446
rna18808	1027	174611.39066559	39.9199	0.0319421505	0.2347941743
rna18817	1028	33974.3261237188	17.4457	0.0658868775	0.527874476
rna18818	1029	18097.3376259952	40.2658	0.0102433449	2.2894808649
rna18820	1030	13253.2056875359	4.33635	0.0266212383	0.3370083137
rna18862	1031	16839.7280981377	144029	0.0764308886	8818.0698723052
rna18875	1034	317710.037114321	57.2578	0.0089918489	0.1863477961
rna18899	1036	13554.962842185	11156	0.0180059943	852.648298233
rna18909	1037	760499.028876195	338621	0.0312237035	461.7362595701
rna18910	1038	82642.5696055126	24.1426	0.0729962642	0.3032337804
rna18914	1039	38846.4557372978	63.1846	0.0314616599	1.68995596
rna18927	1040	1047.3968356193	65.1813	0.0767168817	64.7209822435
rna18930	1041	719250.748207032	157881	0.0081040464	228.5074035859
rna18934	1042	4769.9753443509	37.6125	0.0578269006	8.216441841
rna18939	1043	916062.175005137	273731	0.010765969	311.6616325725
rna18969	1044	267469.183567492	19.3667	0.026525789	0.0755931376
rna18976	1045	19887.2424536955	23.4255	0.028501733	1.2309221631
rna18983	1046	325518.060651242	58.4458	0.0145737381	0.1878061902
rna19004	1049	138745.676572026	72.7487	0.0272188409	0.5500235264
rna19006	1050	2106.9573052202	44.6487	0.0068878384	22.2506335956
rna19031	1051	297394.48573213	68.9923	0.0163450457	0.243820618
rna19034	1052	84170.6152494987	26.7212	0.0283787532	0.3339728754
rna19043	1053	47068.4923077764	28.9873	0.0207396935	0.6484938311
rna19044	1055	2754355.25868178	608766	0.0192696903	233.1754874305
rna19047	1057	10733955.3546605	791192	0.0104969023	77.91069707
rna19060	1059	70114.5696808167	35.2452	0.0203366757	0.5323382425
rna19065	1062	1524.8896655846	4.41885	0.0408245093	3.077480821
rna19075	1064	570181.503867032	48196	0.0125715367	89.9372281497
rna19090	1066	45247.5288999849	38.4163	0.0194714482	0.9050610452
rna19092	1067	3445144.5891584	1084.3	0.0681186291	0.3358198967
rna19095	1069	17576.4372064533	87.6227	0.029489352	5.3292180434
rna19101	1071	3324796.78894246	355008	0.0062879188	114.3569343139
rna19104	1072	3411207.30565536	8.83805	0.0213106393	0.00277743
rna19107	1074	85432.4633463399	84.9288	0.0223072026	1.06766828
rna19126	1077	12780.4108856935	62.2561	0.2260469889	5.2462960933
rna19134	1078	61276.5891952896	9.72181	0.0463917272	0.1710296105
rna19135	1079	312781.636929255	81.1924	0.0223694874	0.2800886921
rna19138	1081	559691.700500031	1242.04	0.0291363493	2.3989014645
rna19140	1082	14275.1402047458	120702	0.0463348842	9148.7412471495
rna19150	1083	1199562.02531343	38383	0.0164755824	34.6533052254
rna19154	1084	2054.792377189	9.77773	0.0482454463	5.1582142496
rna19155	1085	557.8664894585	4.4909	0.0217412797	8.7343954012
rna19162	1086	227990.167632403	23.1947	0.0120292277	0.110484783
rna19177	1088	411126.184691935	320578	0.0637994819	848.3742388273
rna19206	1089	30460.3808094711	91.1894	0.0337729516	3.2601449477
rna19207	1090	10330.8877949122	126757	0.0418917031	13373.9841863392
rna19215	1091	82168.3164699786	31.7383	0.0381797891	0.4214092096
rna19216	1092	63936.0448572996	128976	0.0199578606	2202.8543103401
rna19217	1093	1635.7284905591	35.7684	0.0404221836	23.9005809495
rna19218	1094	44518.2712908645	116161	0.2438393842	2854.5612916932
rna19241	1096	106295.077728562	66.9116	0.0253269794	0.6899201277
rna19245	1097	320147.719933379	106797	0.0182641656	365.9445365545
rna19249	1098	20496.256644347	31.9962	0.0297559825	1.7140606799
rna19258	1099	490.934502246	9.42781	0.0525930104	21.1049806901
rna19262	1100	8794.3715222896	0.0948874	0.0175510633	0.0118685161
rna19263	1101	2224139.88746221	2089.99	0.010956651	1.0345927444
rna19265	1102	17029.3479086105	47.4277	0.0380049187	3.0691325164
rna19295	1105	184755.401823958	68.2141	0.0204245066	0.4079803879
rna19305	1107	585.8987095683	2.82782	0.0203996497	5.3428974819
rna19310	1108	67884.687310078	24.5429	0.0794609954	0.4005842006
rna19326	1110	30734.1425021245	40.6797	0.0419834926	1.4691956022
rna19344	1112	8154.7611600973	17.4597	0.062556098	2.3808405935
rna19364	1115	89907.3122387479	14.6514	0.019870186	0.1817016947
rna19368	1117	21739.2484345172	23.8577	0.0773568463	1.2258496875
rna19387	1119	11916.9214949203	70.0446	0.0209243206	6.5771942387
rna19389	1120	1244952.80851211	234421	0.0128769622	210.8927488696
rna19402	1121	1266.4620726743	1.87652	0.0565391256	1.6609884855
rna19416	1123	170199.312057457	52.7157	0.0129015454	0.347825913
rna19454	1125	20664.7769681463	26.8631	0.031033969	1.4624395679
rna19455	1126	18126.9965898392	14.8764	0.0074953506	0.9240817317
rna19467	1127	112074.019722732	4.26403	0.0256165093	0.0428784639
rna19474	1128	2801444.28219389	289587	0.0111868025	116.602046336
rna19475	1129	733327.043642009	69.7042	0.0190241058	0.1073137047
rna19481	1130	1145817.65300533	395073	0.0108317733	389.6191412561
rna19482	1131	21572.8351816182	53.5583	0.0201119762	2.8079034021
rna19507	1133	26140.6623453671	49.9007	0.018529457	2.1628179253
rna19510	1134	658801.963636968	1398.02	0.0154768042	2.4064206962
rna19511	1135	4205.7778450049	4.27616	0.3059848129	1.1539938101
rna19537	1136	122868.831762029	30.4591	0.0100381981	0.281613629
rna19542	1137	321612.006449204	60.6717	0.0318598029	0.2144936181
rna19550	1138	11476.809401436	22.4334	0.0294511712	2.2244169357
rna19568	1139	1662.5845254548	9.97462	0.0443272006	6.8333922312
rna19569	1140	142643.540126457	98.5286	0.0155146039	0.7874356168
rna19572	1141	541524.541982366	67.3595	0.0116860221	0.1419274355
rna19580	1143	141618.504453971	26209	0.0143644619	211.5322931527
rna19582	1144	13087.0017147085	108348	0.0901971879	9471.2383097415
rna19588	1145	3373.2335703836	1.2403	0.1010663549	0.4210036069
rna19590	1146	22819.2595555957	12.6257	0.0252531224	0.6340719411
rna19597	1148	1967.023659543	37.6133	0.0075679912	21.9519822197
rna19604	1149	4063.4093165541	17.4812	0.0237376231	4.943114817
rna19653	1152	23354.5388714984	183443	0.0190564737	9048.6195065877
rna19654	1153	13140.1801635757	41.5279	0.0105019578	3.6439126484
rna19674	1156	55614.8777272729	24.1394	0.0145198398	0.5017568597
rna19697	1159	191165.569431538	278517	0.2939333815	1688.5948864113
rna19703	1160	74925.7584700168	35.5254	0.0160002099	0.5500039618
rna19705	1161	457618.602360709	15532	0.0162939614	39.4054173213
rna19709	1162	33401.5354575724	20.5103	0.0276771556	0.7135291319
rna19719	1163	1557.0882375117	2.1774	0.0388855084	1.6263151561
rna19728	1164	4645.8700177974	2.24303	0.0288651388	0.561980191
rna19732	1166	100508.797141667	24.6521	0.0203906481	0.2859883853
rna19734	1167	146456.520952264	73946	0.0150444766	589.2191173115
rna19763	1169	1432321.80724274	156025	0.0128591629	127.3409537422
rna19769	1170	477837.30945168	18.4289	0.0145350558	0.0451237536
rna19781	1171	66626.0922706715	33.4481	0.0166022287	0.5878736658
rna19814	1172	66724.5405489845	75.0606	0.0295875419	1.318420816
rna19818	1174	20206.7037591939	20.7793	0.0305147886	1.2072675727
rna19819	1175	53007.7852869307	35.9871	0.0172389892	0.7977100396
rna19820	1176	5426.7505844752	14.1266	0.0257032304	3.0612944784
rna19829	1177	598.5693909502	13.0702	0.016205843	25.7006549827
rna19842	1178	6275.3697227388	37.0467	0.0262971473	6.9543332948
rna19843	1179	2674.1083652095	0.151058	0.000001	0.06660066
rna19862	1180	187391.384313829	16.2319	0.0155574351	0.1022119671
rna19877	1181	12353.4169556732	18.9024	0.0167683445	1.8070898505
rna19916	1185	6743.9957992448	14.1619	0.028413964	2.4884136941
rna19918	1186	103588.805129004	7981	0.0369498447	91.3753758257
rna19934	1187	35106.511213682	11.0858	0.0361603429	0.3748263255
rna19980	1189	43878.2070783021	26.7621	0.0160081107	0.725192277
rna19991	1190	42053.205511538	55.9664	0.0360115357	1.5837084282
rna20009	1191	177069.801455517	25.7418	0.0237961986	0.1731434923
rna20015	1192	1593.6544613748	18.0257	0.0399533328	13.482618046
rna20026	1193	1569.5240058449	6.20481	0.0268775403	4.7162950694
rna20035	1195	368403.081660694	50384	0.0206527719	163.432074804
rna20045	1196	7172.3594962719	16637	0.0472014431	2774.2407516443
rna20046	1197	11819.077966406	11951	0.0190193541	1210.3606593222
rna20049	1198	13556.2352464764	23.0923	0.0132528017	2.0407270084
rna20051	1200	584744.599931004	86.5335	0.0184622125	0.1775821444
rna20052	1201	3731.7747558003	11.3585	0.0273096125	3.6555149742
rna20053	1202	34827.8782788543	20451	0.0271400587	705.8168115548
rna20054	1203	21621.1684691626	48.1851	0.0459730831	2.6810149221
